year,state,armed_with,threat_type,flee_status,body_camera
2020,MN,Gun,Shoot,Not Fleeing,1
2020,PA,Gun,Point,Not Fleeing,0
2020,TN,Gun,Point,Vehicle,0
2020,TX,Gun,Shoot,Not Fleeing,0
2020,IN,Vehicle,Attack,Vehicle,0
2021,NJ,Unclear Weapon Information,Unclear Threat,Missing,0
2021,OR,Replica,Threat,Missing,0
2021,IN,Vehicle,Attack,Vehicle,0
2021,AZ,Gun,Threat,Vehicle,1
2021,CA,Gun,Attack,Not Fleeing,0
2021,MO,Knife,Threat,Missing,0
2021,FL,Gun,Shoot,Foot,0
2021,OR,Knife,Threat,Not Fleeing,0
2021,AZ,Knife,Threat,Not Fleeing,0
2021,AL,Vehicle,Attack,Not Fleeing,0
2021,MA,Knife,Threat,Not Fleeing,0
2021,OH,Gun,Threat,Vehicle,1
2021,WA,Gun,Shoot,Missing,0
2021,TX,Gun,Threat,Missing,0
2021,TX,Gun,Point,Not Fleeing,1
2021,DC,Unarmed,Attack,Not Fleeing,0
2021,OR,Knife,Attack,Not Fleeing,0
2021,CT,Gun,Shoot,Missing,0
2021,MI,Gun,Point,Not Fleeing,0
2021,MN,Knife,Move,Vehicle,1
2021,MD,Gun,Threat,Foot,0
2021,TN,Unclear Weapon Information,Threat,Foot,0
2021,CA,Gun,Point,Not Fleeing,0
2021,NC,Replica,Point,Not Fleeing,0
2021,IL,Gun,Shoot,Vehicle,0
2021,AZ,Gun,Shoot,Foot,1
2021,TX,Unarmed,Move,Not Fleeing,1
2021,AR,Knife,Attack,Not Fleeing,0
2021,VA,Gun,Point,Vehicle,0
2021,CA,Knife,Attack,Not Fleeing,0
2021,IN,Gun,Shoot,Vehicle,0
2021,KS,Gun,Shoot,Vehicle,0
2021,TX,Unarmed,Attack,Not Fleeing,0
2021,SC,Knife,Threat,Not Fleeing,0
2021,OH,Gun,Point,Not Fleeing,0
2021,CO,Gun,Shoot,Foot,0
2021,LA,Gun,Shoot,Not Fleeing,0
2021,AZ,Gun,Threat,Vehicle,1
2021,DE,Vehicle,Threat,Vehicle,1
2021,CA,Gun,Point,Not Fleeing,0
2021,VA,Gun,Shoot,Not Fleeing,0
2021,TX,Unclear Weapon Information,Unclear Threat,Missing,0
2021,TX,Gun,Threat,Missing,0
2021,MS,Knife,Threat,Not Fleeing,0
2021,CA,Gun,Shoot,Not Fleeing,0
2021,AZ,Gun,Shoot,Missing,0
2021,IN,Vehicle,Attack,Not Fleeing,0
2021,OK,Gun,Point,Foot,0
2021,AZ,Unclear Weapon Information,Unclear Threat,Missing,0
2021,CA,Gun,Shoot,Vehicle,0
2021,OH,Gun,Shoot,Foot,0
2021,AL,Gun,Point,Not Fleeing,0
2021,CO,Gun,Threat,Vehicle,0
2021,AR,Gun,Shoot,Not Fleeing,0
2021,CA,Blunt Object,Attack,Not Fleeing,1
2021,AL,Gun,Shoot,Foot,0
2021,AZ,Unclear Weapon Information,Unclear Threat,Vehicle,0
2021,NY,Knife,Threat,Not Fleeing,0
2021,TX,Gun,Threat,Not Fleeing,0
2021,CA,Unarmed,Move,Foot,1
2021,KY,Knife,Threat,Not Fleeing,0
2021,FL,Knife,Threat,Not Fleeing,0
2021,LA,Knife,Point,Missing,0
2021,TX,Vehicle,Attack,Vehicle,0
2021,WA,Knife,Threat,Missing,0
2021,CA,Vehicle,Attack,Vehicle,0
2021,CA,Gun,Shoot,Missing,1
2021,CO,Unclear Weapon Information,Unclear Threat,Vehicle,0
2021,AL,Knife,Threat,Foot,1
2021,TX,Gun,Shoot,Vehicle,0
2021,TX,Gun,Threat,Foot,1
2021,CA,Knife,Attack,Not Fleeing,0
2021,CA,Gun,Shoot,Not Fleeing,0
2021,AZ,Gun,Threat,Not Fleeing,0
2021,TX,Gun,Shoot,Not Fleeing,0
2021,KY,Vehicle,Attack,Vehicle,1
2021,CA,Gun,Point,Not Fleeing,0
2021,NM,Gun,Shoot,Foot,1
2021,OK,Gun,Shoot,Not Fleeing,0
2021,IN,Gun,Shoot,Not Fleeing,1
2021,AZ,Vehicle,Attack,Vehicle,0
2021,VA,Unarmed,Threat,Not Fleeing,0
2021,TX,Gun,Shoot,Missing,0
2021,IL,Unclear Weapon Information,Attack,Vehicle,0
2021,MS,Knife,Threat,Foot,0
2021,NC,Gun,Threat,Not Fleeing,0
2021,WI,Gun,Shoot,Foot,0
2021,TN,Gun,Shoot,Not Fleeing,0
2021,NM,Replica,Threat,Not Fleeing,0
2021,NV,Knife,Attack,Foot,0
2021,NM,Gun,Shoot,Vehicle,0
2021,CA,Knife,Attack,Missing,0
2021,OK,Gun,Shoot,Missing,0
2021,AL,Gun,Shoot,Not Fleeing,0
2021,MD,Gun,Shoot,Not Fleeing,0
2021,NC,Gun,Shoot,Not Fleeing,0
2021,WA,Unarmed,Attack,Not Fleeing,0
2021,OH,Knife,Threat,Foot,0
2021,VA,Gun,Shoot,Not Fleeing,1
2021,CT,Multiple Weapons,Attack,Not Fleeing,1
2021,FL,Gun,Shoot,Not Fleeing,1
2021,CA,Gun,Point,Missing,1
2021,MD,Blunt Object,Attack,Not Fleeing,0
2021,UT,Gun,Shoot,Not Fleeing,0
2021,UT,Gun,Threat,Vehicle,0
2021,AZ,Gun,Point,Not Fleeing,1
2021,AZ,Gun,Point,Foot,0
2021,CA,Replica,Threat,Missing,0
2021,TX,Knife,Threat,Foot,0
2021,IA,Gun,Threat,Not Fleeing,0
2021,ID,Gun,Threat,Not Fleeing,0
2021,MS,Unclear Weapon Information,Threat,Vehicle,0
2021,NC,Gun,Threat,Missing,1
2021,WA,Gun,Shoot,Missing,1
2021,PA,Knife,Threat,Not Fleeing,0
2021,TX,Gun,Shoot,Not Fleeing,1
2021,OH,Gun,Threat,Not Fleeing,0
2021,SC,Gun,Threat,Missing,0
2021,MS,Unclear Weapon Information,Unclear Threat,Missing,0
2021,TX,Gun,Point,Not Fleeing,0
2021,PA,Gun,Threat,Vehicle,0
2021,AR,Gun,Shoot,Foot,0
2021,ME,Knife,Threat,Foot,0
2021,KY,Vehicle,Attack,Not Fleeing,0
2021,FL,Gun,Shoot,Missing,0
2021,ID,Gun,Shoot,Vehicle,0
2021,CA,Unarmed,Flee,Foot,1
2021,IN,Replica,Point,Foot,1
2021,TX,Gun,Threat,Vehicle,0
2021,ID,Gun,Shoot,Not Fleeing,0
2021,NM,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,ID,Unclear Weapon Information,Threat,Missing,0
2021,CA,Unclear Weapon Information,Attack,Foot,0
2021,CA,Gun,Threat,Vehicle,1
2021,WA,Knife,Threat,Foot,1
2021,FL,Gun,Threat,Not Fleeing,0
2021,NC,Gun,Shoot,Foot,0
2021,TX,Gun,Threat,Not Fleeing,1
2021,SC,Gun,Point,Not Fleeing,1
2021,GA,Unarmed,Move,Foot,1
2021,LA,Knife,Threat,Not Fleeing,0
2021,MO,Blunt Object,Attack,Not Fleeing,0
2021,PA,Gun,Threat,Not Fleeing,0
2021,CA,Unarmed,Attack,Not Fleeing,0
2021,CA,Vehicle,Attack,Vehicle,1
2021,KY,Gun,Point,Not Fleeing,0
2021,NM,Knife,Attack,Foot,1
2021,NE,Gun,Shoot,Vehicle,1
2021,NE,Gun,Shoot,Vehicle,1
2021,IA,Knife,Threat,Missing,1
2021,MN,Gun,Shoot,Vehicle,1
2021,FL,Gun,Threat,Foot,0
2021,MI,Gun,Point,Foot,0
2021,NC,Gun,Shoot,Missing,0
2021,CA,Vehicle,Attack,Vehicle,1
2021,OR,Gun,Shoot,Vehicle,0
2021,AZ,Gun,Point,Vehicle,0
2021,MI,Gun,Shoot,Not Fleeing,0
2021,OK,Multiple Weapons,Attack,Vehicle,1
2021,MD,Gun,Shoot,Foot,1
2021,CA,Replica,Point,Missing,1
2021,VA,Gun,Shoot,Not Fleeing,0
2021,PA,Unclear Weapon Information,Attack,Not Fleeing,0
2021,MN,Gun,Shoot,Missing,1
2021,IN,Knife,Threat,Not Fleeing,0
2021,AL,Unclear Weapon Information,Unclear Threat,Missing,0
2021,MT,Blunt Object,Attack,Foot,0
2021,VA,Gun,Shoot,Foot,0
2021,TX,Gun,Shoot,Foot,0
2021,AL,Unclear Weapon Information,Unclear Threat,Missing,0
2021,MN,Gun,Shoot,Not Fleeing,0
2021,MN,Gun,Attack,Missing,0
2021,FL,Gun,Shoot,Missing,0
2021,KY,Unclear Weapon Information,Unclear Threat,Missing,0
2021,MI,Gun,Point,Not Fleeing,0
2021,GA,Gun,Point,Foot,0
2021,OK,Gun,Shoot,Vehicle,1
2021,AR,Blunt Object,Threat,Vehicle,0
2021,MI,Gun,Shoot,Not Fleeing,0
2021,TX,Gun,Threat,Vehicle,0
2021,LA,Gun,Shoot,Missing,1
2021,IN,Gun,Shoot,Vehicle,0
2021,NY,Replica,Point,Foot,1
2021,OH,Gun,Shoot,Vehicle,0
2021,TX,Gun,Shoot,Missing,0
2021,FL,Gun,Shoot,Missing,0
2021,AK,Gun,Point,Missing,0
2021,FL,Gun,Shoot,Not Fleeing,0
2021,AR,Gun,Shoot,Vehicle,0
2021,CA,Gun,Point,Missing,0
2021,OR,Unclear Weapon Information,Attack,Not Fleeing,0
2021,KS,Gun,Threat,Vehicle,0
2021,CA,Gun,Threat,Foot,0
2021,NY,Knife,Threat,Foot,1
2021,LA,Gun,Flee,Vehicle,0
2021,IN,Gun,Shoot,Vehicle,0
2021,FL,Gun,Point,Not Fleeing,0
2021,CA,Knife,Threat,Not Fleeing,1
2021,TN,Gun,Shoot,Vehicle,1
2021,GA,Knife,Move,Not Fleeing,0
2021,OH,Knife,Move,Not Fleeing,0
2021,MO,Gun,Shoot,Not Fleeing,0
2021,AR,Gun,Point,Not Fleeing,0
2021,TX,Multiple Weapons,Attack,Foot,0
2021,AK,Gun,Point,Not Fleeing,0
2021,GA,Multiple Weapons,Attack,Vehicle,0
2021,FL,Gun,Point,Foot,0
2021,SD,Unclear Weapon Information,Unclear Threat,Missing,0
2021,CA,Knife,Threat,Not Fleeing,0
2021,TX,Unclear Weapon Information,Unclear Threat,Missing,0
2021,PA,Knife,Threat,Not Fleeing,0
2021,CA,Gun,Shoot,Not Fleeing,0
2021,CA,Vehicle,Attack,Vehicle,1
2021,ND,Unclear Weapon Information,Flee,Vehicle,0
2021,TX,Gun,Threat,Not Fleeing,0
2021,FL,Gun,Threat,Not Fleeing,0
2021,TX,Knife,Threat,Missing,1
2021,FL,Gun,Shoot,Vehicle,0
2021,MD,Gun,Shoot,Not Fleeing,0
2021,TX,Gun,Point,Not Fleeing,0
2021,CA,Knife,Attack,Foot,1
2021,TN,Knife,Threat,Not Fleeing,0
2021,AL,Gun,Shoot,Vehicle,0
2021,GA,Knife,Attack,Not Fleeing,0
2021,FL,Gun,Threat,Not Fleeing,1
2021,OH,Unarmed,Move,Foot,0
2021,CO,Gun,Point,Not Fleeing,0
2021,NM,Gun,Point,Not Fleeing,0
2021,AZ,Gun,Shoot,Foot,0
2021,AL,Gun,Point,Vehicle,0
2021,IN,Gun,Point,Not Fleeing,0
2021,MO,Knife,Threat,Foot,0
2021,MT,Gun,Point,Vehicle,0
2021,NC,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,CA,Gun,Threat,Vehicle,1
2021,IL,Gun,Threat,Not Fleeing,0
2021,OH,Gun,Shoot,Not Fleeing,0
2021,AZ,Multiple Weapons,Attack,Vehicle,0
2021,FL,Gun,Shoot,Not Fleeing,0
2021,TX,Multiple Weapons,Shoot,Not Fleeing,0
2021,VA,Gun,Shoot,Not Fleeing,0
2021,IL,Gun,Shoot,Foot,0
2021,DE,Gun,Threat,Not Fleeing,0
2021,IL,Gun,Move,Not Fleeing,0
2021,MO,Gun,Shoot,Not Fleeing,0
2021,MO,Gun,Point,Not Fleeing,0
2021,VA,Unclear Weapon Information,Unclear Threat,Missing,0
2021,CO,Gun,Shoot,Foot,0
2021,MA,Gun,Threat,Vehicle,0
2021,TX,Knife,Move,Not Fleeing,1
2021,FL,Knife,Attack,Not Fleeing,0
2021,CA,Knife,Threat,Not Fleeing,1
2021,CA,Gun,Threat,Foot,0
2021,IL,Unclear Weapon Information,Move,Foot,1
2021,TX,Gun,Shoot,Foot,1
2021,KY,Unclear Weapon Information,Attack,Foot,0
2021,GA,Gun,Shoot,Not Fleeing,0
2021,FL,Other,Attack,Not Fleeing,1
2021,VA,Vehicle,Attack,Not Fleeing,0
2021,GA,Gun,Threat,Vehicle,0
2021,NH,Gun,Shoot,Missing,0
2021,MO,Gun,Shoot,Missing,0
2021,CA,Knife,Attack,Not Fleeing,0
2021,IL,Gun,Threat,Foot,0
2021,CA,Gun,Shoot,Missing,0
2021,CO,Replica,Threat,Foot,0
2021,IL,Knife,Attack,Not Fleeing,0
2021,IL,Gun,Threat,Vehicle,0
2021,CA,Gun,Point,Foot,1
2021,CA,Unclear Weapon Information,Unclear Threat,Missing,0
2021,NC,Gun,Point,Not Fleeing,0
2021,OR,Gun,Threat,Not Fleeing,0
2021,CA,Gun,Point,Not Fleeing,1
2021,DC,Multiple Weapons,Attack,Not Fleeing,0
2021,CO,Gun,Shoot,Missing,1
2021,CA,Unclear Weapon Information,Move,Not Fleeing,0
2021,AZ,Gun,Point,Foot,0
2021,OR,Knife,Threat,Missing,1
2021,AL,Gun,Shoot,Vehicle,1
2021,OK,Gun,Point,Missing,1
2021,HI,Replica,Flee,Vehicle,1
2021,NJ,Unclear Weapon Information,Flee,Vehicle,0
2021,NY,Knife,Threat,Missing,0
2021,FL,Gun,Shoot,Not Fleeing,0
2021,CA,Gun,Shoot,Vehicle,0
2021,PA,Gun,Shoot,Not Fleeing,0
2021,CA,Replica,Threat,Not Fleeing,0
2021,FL,Gun,Point,Not Fleeing,1
2021,CA,Blunt Object,Threat,Not Fleeing,0
2021,OH,Gun,Shoot,Not Fleeing,0
2021,KY,Gun,Threat,Foot,0
2021,CO,Unclear Weapon Information,Unclear Threat,Missing,0
2021,IL,Gun,Point,Not Fleeing,0
2021,CA,Gun,Shoot,Not Fleeing,0
2021,LA,Gun,Point,Missing,0
2021,IL,Blunt Object,Threat,Not Fleeing,1
2021,TX,Knife,Point,Not Fleeing,0
2021,UT,Gun,Shoot,Not Fleeing,0
2021,MN,Unclear Weapon Information,Accident,Missing,1
2021,TX,Unclear Weapon Information,Threat,Missing,0
2021,GA,Gun,Shoot,Vehicle,0
2021,TN,Gun,Threat,Foot,1
2021,OH,Gun,Point,Not Fleeing,1
2021,GA,Knife,Threat,Not Fleeing,1
2021,MD,Knife,Point,Not Fleeing,0
2021,ID,Gun,Point,Not Fleeing,0
2021,PA,Gun,Point,Not Fleeing,0
2021,CA,Gun,Threat,Vehicle,0
2021,ME,Unclear Weapon Information,Threat,Missing,0
2021,TX,Knife,Threat,Not Fleeing,1
2021,HI,Unarmed,Attack,Missing,1
2021,TX,Gun,Shoot,Missing,0
2021,FL,Knife,Threat,Not Fleeing,0
2021,NM,Gun,Threat,Vehicle,0
2021,AL,Gun,Shoot,Vehicle,1
2021,OH,Gun,Point,Foot,1
2021,TX,Unclear Weapon Information,Unclear Threat,Not Fleeing,1
2021,TX,Gun,Shoot,Missing,1
2021,OR,Replica,Threat,Missing,0
2021,NM,Gun,Point,Not Fleeing,0
2021,FL,Gun,Threat,Not Fleeing,0
2021,CO,Gun,Threat,Not Fleeing,0
2021,AZ,Unclear Weapon Information,Threat,Vehicle,0
2021,CA,Gun,Shoot,Not Fleeing,1
2021,MN,Gun,Shoot,Vehicle,1
2021,TX,Gun,Shoot,Foot,1
2021,AL,Gun,Shoot,Vehicle,0
2021,TX,Replica,Point,Foot,0
2021,TX,Gun,Shoot,Not Fleeing,1
2021,MI,Gun,Shoot,Vehicle,0
2021,CO,Vehicle,Attack,Vehicle,0
2021,OH,Knife,Threat,Not Fleeing,1
2021,TX,Gun,Shoot,Missing,0
2021,TX,Gun,Threat,Missing,0
2021,CO,Gun,Shoot,Foot,0
2021,CA,Blunt Object,Threat,Not Fleeing,1
2021,NC,Unarmed,Unclear Threat,Vehicle,1
2021,MA,Gun,Threat,Not Fleeing,0
2021,CO,Gun,Point,Not Fleeing,0
2021,AZ,Gun,Threat,Not Fleeing,0
2021,TX,Gun,Threat,Missing,0
2021,MT,Gun,Attack,Vehicle,0
2021,OK,Gun,Threat,Missing,0
2021,TN,Knife,Threat,Not Fleeing,1
2021,CA,Unarmed,Move,Not Fleeing,1
2021,CA,Gun,Shoot,Vehicle,1
2021,CA,Gun,Shoot,Vehicle,0
2021,MI,Knife,Threat,Not Fleeing,1
2021,CA,Gun,Point,Missing,0
2021,MO,Gun,Shoot,Vehicle,0
2021,MO,Gun,Shoot,Not Fleeing,0
2021,DC,Gun,Threat,Missing,1
2021,CO,Unclear Weapon Information,Unclear Threat,Missing,0
2021,TN,Gun,Shoot,Missing,1
2021,IN,Gun,Threat,Missing,0
2021,WI,Gun,Shoot,Not Fleeing,0
2021,OH,Gun,Point,Not Fleeing,0
2021,AZ,Blunt Object,Threat,Not Fleeing,0
2021,VA,Unclear Weapon Information,Move,Missing,0
2021,GA,Gun,Shoot,Not Fleeing,1
2021,TX,Knife,Attack,Not Fleeing,1
2021,NV,Gun,Shoot,Not Fleeing,0
2021,CA,Gun,Shoot,Not Fleeing,1
2021,WY,Vehicle,Attack,Vehicle,0
2021,TN,Gun,Threat,Not Fleeing,0
2021,TN,Gun,Shoot,Not Fleeing,0
2021,OK,Other,Attack,Missing,1
2021,CA,Gun,Point,Not Fleeing,0
2021,MD,Gun,Shoot,Not Fleeing,1
2021,SC,Gun,Shoot,Not Fleeing,1
2021,MA,Gun,Point,Not Fleeing,0
2021,AZ,Unclear Weapon Information,Threat,Foot,0
2021,TX,Gun,Point,Missing,0
2021,FL,Knife,Threat,Missing,0
2021,CA,Gun,Shoot,Not Fleeing,0
2021,TX,Gun,Shoot,Vehicle,0
2021,TX,Unclear Weapon Information,Unclear Threat,Missing,0
2021,NE,Gun,Shoot,Missing,0
2021,NY,Gun,Threat,Vehicle,1
2021,SD,Gun,Point,Missing,0
2021,CO,Gun,Threat,Vehicle,0
2021,VA,Knife,Threat,Foot,0
2021,IN,Gun,Point,Not Fleeing,1
2021,CA,Unclear Weapon Information,Unclear Threat,Vehicle,0
2021,AL,Gun,Shoot,Missing,0
2021,MD,Knife,Threat,Missing,1
2021,NE,Gun,Shoot,Not Fleeing,1
2021,MO,Replica,Point,Missing,0
2021,ND,Gun,Shoot,Missing,0
2021,AZ,Unclear Weapon Information,Attack,Missing,1
2021,CA,Knife,Attack,Not Fleeing,0
2021,GA,Unclear Weapon Information,Unclear Threat,Vehicle,0
2021,AL,Gun,Shoot,Missing,0
2021,OR,Gun,Threat,Vehicle,0
2021,CA,Unclear Weapon Information,Flee,Vehicle,1
2021,CO,Vehicle,Attack,Vehicle,1
2021,AL,Gun,Shoot,Vehicle,0
2021,MI,Vehicle,Move,Vehicle,0
2021,CO,Knife,Threat,Not Fleeing,0
2021,IL,Gun,Shoot,Not Fleeing,0
2021,VA,Gun,Point,Not Fleeing,0
2021,CA,Gun,Point,Not Fleeing,1
2021,NY,Knife,Threat,Not Fleeing,0
2021,GA,Gun,Shoot,Not Fleeing,0
2021,LA,Gun,Threat,Missing,0
2021,TX,Gun,Shoot,Not Fleeing,1
2021,NC,Multiple Weapons,Shoot,Missing,0
2021,MI,Replica,Threat,Missing,0
2021,GA,Gun,Shoot,Missing,0
2021,GA,Gun,Threat,Missing,0
2021,WV,Knife,Threat,Not Fleeing,0
2021,TX,Gun,Shoot,Missing,0
2021,IL,Gun,Shoot,Vehicle,0
2021,CA,Gun,Shoot,Vehicle,0
2021,PA,Unarmed,Attack,Not Fleeing,0
2021,AZ,Unclear Weapon Information,Flee,Vehicle,0
2021,DC,Gun,Point,Foot,1
2021,IL,Replica,Threat,Not Fleeing,0
2021,KS,Gun,Shoot,Missing,0
2021,AK,Gun,Shoot,Not Fleeing,0
2021,MO,Gun,Threat,Missing,0
2021,AZ,Knife,Threat,Not Fleeing,0
2021,TN,Gun,Shoot,Not Fleeing,0
2021,MO,Gun,Shoot,Missing,0
2021,FL,Gun,Shoot,Missing,1
2021,CA,Gun,Shoot,Not Fleeing,1
2021,KY,Gun,Point,Foot,0
2021,OK,Vehicle,Attack,Vehicle,0
2021,CO,Gun,Threat,Not Fleeing,0
2021,AZ,Gun,Point,Not Fleeing,1
2021,CA,Gun,Point,Not Fleeing,0
2021,AL,Gun,Shoot,Not Fleeing,0
2021,WI,Gun,Shoot,Not Fleeing,1
2021,CA,Gun,Shoot,Foot,0
2021,LA,Gun,Threat,Vehicle,0
2021,KY,Gun,Point,Not Fleeing,0
2021,LA,Replica,Threat,Foot,0
2021,GA,Knife,Threat,Not Fleeing,0
2021,MS,Unclear Weapon Information,Unclear Threat,Missing,0
2021,AR,Gun,Attack,Vehicle,0
2021,CO,Gun,Shoot,Vehicle,0
2021,OK,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,MN,Gun,Threat,Missing,0
2021,TX,Knife,Move,Not Fleeing,0
2021,AZ,Knife,Threat,Not Fleeing,1
2021,CA,Gun,Threat,Missing,0
2021,NY,Gun,Shoot,Missing,0
2021,TN,Unclear Weapon Information,Unclear Threat,Missing,0
2021,MA,Gun,Shoot,Foot,0
2021,CO,Gun,Point,Not Fleeing,0
2021,OK,Gun,Shoot,Not Fleeing,0
2021,AR,Knife,Threat,Missing,0
2021,GA,Gun,Point,Vehicle,0
2021,OK,Gun,Point,Not Fleeing,0
2021,OR,Unclear Weapon Information,Flee,Vehicle,0
2021,NE,Gun,Shoot,Missing,0
2021,MO,Gun,Threat,Not Fleeing,0
2021,TX,Gun,Threat,Missing,1
2021,NJ,Knife,Threat,Missing,1
2021,MO,Gun,Point,Not Fleeing,0
2021,GA,Gun,Shoot,Vehicle,0
2021,NM,Vehicle,Attack,Vehicle,0
2021,GA,Gun,Shoot,Vehicle,0
2021,CA,Vehicle,Attack,Vehicle,0
2021,TX,Knife,Unclear Threat,Not Fleeing,1
2021,AL,Gun,Threat,Missing,0
2021,TX,Vehicle,Attack,Vehicle,1
2021,UT,Knife,Attack,Not Fleeing,1
2021,AZ,Gun,Shoot,Vehicle,0
2021,PA,Gun,Shoot,Missing,0
2021,NY,Unclear Weapon Information,Unclear Threat,Missing,1
2021,GA,Gun,Shoot,Foot,0
2021,HI,Gun,Shoot,Not Fleeing,1
2021,CO,Gun,Threat,Not Fleeing,0
2021,CA,Knife,Attack,Not Fleeing,1
2021,SC,Unclear Weapon Information,Threat,Not Fleeing,0
2021,NH,Gun,Shoot,Not Fleeing,0
2021,CA,Gun,Shoot,Vehicle,1
2021,AL,Blunt Object,Attack,Foot,0
2021,MS,Gun,Shoot,Not Fleeing,0
2021,TN,Gun,Shoot,Not Fleeing,0
2021,CA,Multiple Weapons,Attack,Vehicle,0
2021,IN,Gun,Shoot,Foot,0
2021,GA,Vehicle,Attack,Not Fleeing,0
2021,VA,Multiple Weapons,Attack,Vehicle,0
2021,NC,Unclear Weapon Information,Threat,Foot,0
2021,FL,Replica,Point,Not Fleeing,0
2021,AR,Knife,Threat,Not Fleeing,0
2021,NJ,Unclear Weapon Information,Unclear Threat,Missing,0
2021,NV,Gun,Shoot,Foot,0
2021,KY,Gun,Shoot,Not Fleeing,0
2021,HI,Knife,Attack,Not Fleeing,1
2021,CA,Gun,Threat,Missing,0
2021,MI,Gun,Shoot,Missing,0
2021,KS,Gun,Shoot,Not Fleeing,1
2021,AL,Gun,Point,Missing,0
2021,KS,Gun,Shoot,Vehicle,1
2021,NC,Replica,Move,Vehicle,0
2021,CO,Gun,Shoot,Not Fleeing,0
2021,AR,Unclear Weapon Information,Unclear Threat,Missing,1
2021,MI,Unarmed,Move,Missing,0
2021,UT,Gun,Shoot,Missing,0
2021,VA,Gun,Point,Not Fleeing,0
2021,MO,Gun,Shoot,Missing,0
2021,CA,Vehicle,Flee,Vehicle,0
2021,WI,Gun,Threat,Not Fleeing,0
2021,GA,Gun,Shoot,Not Fleeing,0
2021,NM,Gun,Shoot,Foot,0
2021,MS,Knife,Move,Foot,0
2021,NM,Multiple Weapons,Attack,Vehicle,0
2021,SC,Gun,Threat,Missing,0
2021,CA,Unclear Weapon Information,Threat,Vehicle,0
2021,MO,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,OR,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,GA,Gun,Threat,Not Fleeing,0
2021,MI,Gun,Point,Not Fleeing,0
2021,NC,Unclear Weapon Information,Threat,Missing,0
2021,GA,Gun,Shoot,Not Fleeing,0
2021,GA,Gun,Shoot,Vehicle,0
2021,CA,Gun,Threat,Vehicle,1
2021,NC,Gun,Threat,Missing,0
2021,TN,Gun,Point,Not Fleeing,1
2021,AK,Replica,Point,Not Fleeing,0
2021,KS,Gun,Threat,Missing,1
2021,CO,Gun,Point,Missing,0
2021,WA,Vehicle,Flee,Vehicle,0
2021,WY,Gun,Shoot,Not Fleeing,0
2021,TX,Gun,Threat,Foot,0
2021,AR,Unclear Weapon Information,Threat,Not Fleeing,1
2021,MA,Multiple Weapons,Attack,Vehicle,0
2021,TX,Gun,Point,Not Fleeing,0
2021,TX,Unclear Weapon Information,Unclear Threat,Not Fleeing,0
2021,KS,Gun,Threat,Missing,0
2021,NM,Unclear Weapon Information,Flee,Vehicle,0
2021,TX,Gun,Threat,Not Fleeing,0
2021,CO,Knife,Point,Not Fleeing,0
2021,CA,Knife,Threat,Not Fleeing,0
2021,CA,Gun,Shoot,Vehicle,1
2021,CA,Gun,Move,Vehicle,1
2021,TX,Gun,Shoot,Foot,0
2021,NE,Unclear Weapon Information,Unclear Threat,Missing,0
2021,SC,Gun,Point,Missing,0
2021,GA,Gun,Shoot,Not Fleeing,0
2021,KY,Gun,Shoot,Not Fleeing,0
2021,UT,Gun,Shoot,Not Fleeing,0
2021,TN,Gun,Threat,Missing,0
2021,SC,Gun,Shoot,Missing,0
2021,GA,Knife,Threat,Foot,0
2021,NC,Replica,Point,Not Fleeing,0
2021,FL,Gun,Point,Foot,1
2021,NC,Gun,Point,Vehicle,0
2021,MN,Unclear Weapon Information,Unclear Threat,Missing,0
2021,NJ,Unclear Weapon Information,Unclear Threat,Missing,1
2021,OH,Gun,Threat,Missing,0
2021,TX,Gun,Shoot,Vehicle,1
2021,IL,Gun,Point,Not Fleeing,0
2021,CA,Gun,Shoot,Missing,0
2021,TX,Gun,Attack,Missing,1
2021,KY,Knife,Attack,Missing,0
2021,OR,Knife,Threat,Not Fleeing,1
2021,NM,Blunt Object,Point,Not Fleeing,1
2021,NY,Gun,Point,Foot,1
2021,AZ,Replica,Point,Not Fleeing,0
2021,ME,Gun,Shoot,Missing,0
2021,OR,Knife,Point,Missing,0
2021,IL,Gun,Point,Not Fleeing,1
2021,LA,Gun,Shoot,Not Fleeing,0
2021,MI,Gun,Shoot,Missing,0
2021,MD,Gun,Threat,Not Fleeing,0
2021,NM,Gun,Threat,Vehicle,0
2021,CA,Vehicle,Flee,Vehicle,0
2021,FL,Gun,Shoot,Not Fleeing,1
2021,TX,Other,Threat,Not Fleeing,0
2021,MD,Gun,Shoot,Missing,0
2021,TX,Gun,Move,Vehicle,1
2021,NM,Gun,Shoot,Not Fleeing,0
2021,CA,Replica,Point,Not Fleeing,1
2021,NM,Gun,Point,Missing,0
2021,ID,Gun,Shoot,Vehicle,0
2021,MD,Gun,Threat,Not Fleeing,1
2021,GA,Gun,Threat,Not Fleeing,1
2021,NM,Gun,Shoot,Not Fleeing,0
2021,MS,Gun,Shoot,Not Fleeing,0
2021,VA,Unclear Weapon Information,Attack,Missing,0
2021,AL,Gun,Threat,Vehicle,1
2021,TX,Gun,Shoot,Not Fleeing,1
2021,AZ,Gun,Shoot,Vehicle,0
